2.555,0,0,0,0,0,0,0.74,0,1.48,2.96,0,0,0,0,0,0,0,0.105,0,0,0,0,0,0.105,0,0,0,0.105,0,0.74,0,0,0,0,0,69,0,0,12,0,0,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.752,0,0,0,0,0,0,0,0,0.3,0,0.91,0.3,0,0.3,0,0,0,0.211,0.3,0,0,0,0.3,0.211,0,0,0,0.052,0.3,3.03,0,0,0,0,0,184,0,0,11,0,0,0,0,0,0.3,2.12,0,0,0,0.3,0,0,0.3,0.3,0,0,1
2.85,0,0,0,0,0,0,4.76,0,0,2.38,0,0,2.38,0,0,0,0,0.749,0,0,2.38,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,57,0,0,15,0,0.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.333,4.76,0,0,0,4.76,4.76,4.76,0,0,9.52,0,0,4.76,0,0,0,0,1.257,0,0,0,4.76,0,0,0,0,4.76,0,0,0,0,0,4.76,0,0,30,0,4.76,11,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0
2.51,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0.79,0.39,0,0,0.237,0,0,0,0,0.39,0,0,0,0,0.059,0,0,0,0,0,0,0,123,0,0,12,0,0,0,0,0,0,3.18,0,0,0,0,0,0,0.39,0.39,0,0.39,0
3.043,0,0,0,5.05,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,15,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,1
2.556,0,0,0,0,0,0.26,0,0,0.13,2.09,0,0,0,0.52,0.26,0,0,0.073,0.13,0.018,0.78,0,2.22,0,0,0,0,0,0,0.13,0,0,0,0.13,0,317,0,0,23,0,0,0,0.13,0,0,0.13,0,0,0,0.65,0,0,0,0,0,0,0
2.953,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0.82,0,0.171,0.41,0,0,0,0.82,0.114,0,0,0,0,0,1.23,0,0,0,0.41,0.41,189,0.82,0,44,0,0.513,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,1
1.915,0.52,0,0,0,0.65,0.39,0,0,0.52,3.64,0.26,0,0,0,0.13,0,0,0.101,0.13,0.135,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0.13,19,0,0,0,0.13,0,0,0,0,0,0,0.13,0,0.13,0,0,0,0,0
1.718,0,0,0,0,4.08,0,0,0,0,3.06,0,0,0.51,0,0,0,0,0.217,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.324,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,98,0.5,0,5,0,0.045,0,0,0,0,1.25,0,0,0,0,0,0,0,0.25,0,0,0
1.166,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,5.76,0,0,0,0,0,0,0,1.92,0,0,0
4.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0.511,0,0.17,0,0,0,0,0.085,0,0,0,0.67,0,0,0,0,0,0,217,0,0,27,0,0.511,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,1
2.156,0,0,0,0,0,0,0,0.46,0,0,0.46,0,0,0.46,0,0,0,0,0.46,0,0,0.46,0.46,0.223,0,0,0,0,0,1.38,0,0.46,0,0.46,0,110,0.46,0,13,0,0.298,0,0,0,0.92,2.76,0,0,0,0,0,0,0.92,0.46,0,0,1
1.428,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,20,0,2.04,3,0,0,0,2.04,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0
3.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501,0,0,0,0,0,0,0.167,0,0,0.083,0,0,0,0,0,0,0,239,0,0.5,28,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.35,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.8,0,1.61,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,54,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0.38,0,0,0,0.38,0.177,0,0,0,0.059,0,0.76,0,0,0,0,0,211,0.76,0,79,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0.76,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.616,0,0,1.9,0,0,0,0,0,0.23,0.23,0,0,0,0.23,0.23,0,0,0.235,0.23,0.117,0,0,0,0,0,0,0,0.164,0,2.14,0,0,0,0,0,683,0,0,160,0,0.117,0,1.43,0.23,0,0.23,0,0,0,0,0,0,0,0,0,0,0
1.363,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0.28,0,0.07,0.49,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.892,0,0,0,0,0,0,0,0.58,0.58,0,0.29,0.58,0,0.29,0,0,0,0.046,0.29,0,0,0,0.87,0,0,0,0,0.14,0.29,2.9,0,0,0,0,0,274,0.29,0,139,0,0.14,0,0,0,0.87,2.61,0,0,2.61,0,0,0,0.29,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.369,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0.26,0,0.092,1.61,0,0,0,0.8,0,0,0,0,0,0.26,1.34,0,1.07,0,0,0,339,1.07,0,52,0,0.324,0,0,0.26,0,3.5,0,0,0,0,0,0,1.61,0.8,0,0,1
1.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715,0,0,0,0,1.25,0,0,0,0,0,0,3.75,0,0,0,0,0,24,0,0,4,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,1.25,0,0,0
1.076,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0,0,0,0,1.58,0,0,0,0,0,0,1.58,0,0,0,0,0,14,0,0,2,0,0.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.409,0,0,0,0,0.51,0,0,0.77,0,0.25,0,0,0,0,0,0,0,0.124,0,0,0,0,0.25,0,0,0,0,0,0,0.51,0,0.25,0,0,0,635,0,0,343,0,0.207,0,0,0,0,1.02,0,0,0,0,0,0.51,0,0,0,0,0
1.875,1.01,0,0,0,1.01,1.01,1.01,0,0,2.02,1.01,0,1.01,0,0,0,0,0.476,0,0,0,1.01,0,0,0,0,1.01,0,0,1.01,0,0,1.01,0,0,45,0,1.01,11,0,0,3.03,0,0,0,2.02,0,0,0,0,0,0,0,1.01,1.01,0,0
1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0.18,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,4,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.477,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0.062,0,0,0,0,1.25,0.41,0,0,0,0,0,65,0,0,8,0,0.312,0,0,0,0.41,0.41,0,0,0,0,0,0.41,1.67,0,0,0,1
1,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0
5.582,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0.27,0,0.27,0,0,0,0,0,0,1.62,0.051,0,0.27,0,0.051,0,0.81,0,0,0,0.27,0,374,0,0,61,0,0.874,0,0,0,0,4.87,0,0,0,0.27,0.27,0,0,0,0,0,1
1.437,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,1.19,0,0,0.59,0,0,0,0,0,0,0,0,0,0.59,6.54,0,0.59,0,0,0,161,0,0,11,0,0.103,0,0,0,0,3.57,0,0,0,0.59,0,0,0.59,0,0,0,1
1.024,0,0.09,0,0.09,0,0,0,0,0,0,0.28,0,0,0.37,0,0,0,0.017,0.28,0,0,0,0.18,0,0,0,0,0,0,0.93,0,0,0,0,0,128,0,0,3,0,0,0,0,0.09,0,2.71,0,0,0,0.28,0,0,0.46,0.56,0,0,0
1.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0.35,0,0,0,0,4.28,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,7,0,0.175,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,4.28,0
1.945,0.15,0,0,0,0.31,0.15,0.15,0,0,1.56,0,0,0.15,0.15,0.31,0,0,0.235,0,0.078,0.46,0.15,0,0,0.052,0,0.15,0,0,0.31,0.31,0,0.15,0,0,323,0,0.15,12,0,0,0.93,0,0,0,0.62,0,0,0,0,0.31,0,0.15,0.31,0.15,0,0
2.138,0.85,0,0,0,3.41,0.85,0.85,0,0,4.27,0,0,0.85,0,0.85,0,0,0.278,0,0,0,0.85,0,0,0.139,0,0.85,0,0,0,0.85,0,0.85,0,0,77,0,0.85,12,0,0,2.56,0,0,0,0.85,0,0,0,0,0.85,0,0,0.85,0.85,0,0
2.428,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0.44,0,0,0.89,0,0,0,1.33,0.144,0,0,0,0.072,0,1.78,0,0,0,0,0,153,0,0,28,0,1.083,0,0,0,0.44,4.46,0,0,0,0,0,0.44,0,0.44,0,0,1
